BlockName,Category,Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns,latitude,longitude
SALEM,Fruits,2012,1,10,Banana,SALEM,75,JAYAD,HORTICULTURE,TAMILNADU,"control measure for anthracnose on ripe fruit in banana","spray copperoxychloride 25gmlit",11.647,78.2107
DINDIGUL,Fruits,2012,1,10,Banana,DINDIGUL,75,JAYAD,HORTICULTURE,TAMILNADU,"control measure for anthracnose on ripe fruit in banana","spray copperoxychloride 25gmlit",10.4257,77.8157
BAKSHI-KA-TALAB,Fruits,2012,12,2,Banana,LUCKNOW,102,nan,HORTICULTURE,"UTTAR PRADESH","Anthracnose IN BANANA","Bavistin 1  1MLL WATER",26.8381,80.9346
"RAM NAGAR",Fruits,2012,8,8,Banana,"AMBEDKAR NAGAR",75,JAYAD,HORTICULTURE,"UTTAR PRADESH","kele me anthracnose ke liye kya kare","chlorothanlonil 02 and bavistin  10 ka spraay kare",26.4046,82.6065
PUSSORE,Fruits,2012,7,2,Banana,RAIGARH,75,JAYAD,HORTICULTURE,CHHATTISGARH,"how to control of banana Anthracnose ","spray of carbandazim  2 gm  liter of water ",22.2362,83.353
"0   ",Fruits,2012,6,4,Banana,JASHPUR,75,KHARIF,HORTICULTURE,CHHATTISGARH,"how to control anthracnose in banana","plzspray mancozeb  2-3gmlitre water in interval of 10days",22.7703,83.9708
PUTLUR,Fruits,2013,5,9,Banana,ANANTPUR,nan,nan,HORTICULTURE,"ANDHRA PRADESH","ctrl of anthracnose disease in banana","spray carbendazim 2mllit",13.5747,78.5029
KUNIHAR,Fruits,2013,3,29,Banana,SOLAN,75,KHARIF,HORTICULTURE,"HIMACHAL PRADESH","how to controle anthracnose in banana crops","spray with phytolan3gmliter of water",30.9078,77.1024
DINDORI,Fruits,2013,2,27,Banana,DINDORI,75,nan,HORTICULTURE,"MADHYA PRADESH","how to control anthracnose in banana","Spray copper oxychloride 025 or Bordeaux mixture 1 or chlorothaloail 02 or Carbendazim 01",22.9071,80.8847
MALEGAON,Fruits,2013,1,10,Banana,NASIK,75,RABI,HORTICULTURE,MAHARASHTRA,ANTHRACNOSE,CARBENDAZIM,19.9613,73.8317
"0   ",Fruits,2013,1,3,Banana,JALGAON,75,RABI,HORTICULTURE,MAHARASHTRA,anthracnose,mancozeb,20.8429,75.5261
YAWAL,Fruits,2013,1,11,Banana,JALGAON,75,nan,HORTICULTURE,MAHARASHTRA,anthracnose,M-45,20.8429,75.5261
"0   ",Fruits,2013,2,15,Banana,JALGAON,75,RABI,HORTICULTURE,MAHARASHTRA,anthracnose,"m 45",20.8429,75.5261
"0   ",Fruits,2013,2,18,Banana,JALGAON,75,RABI,HORTICULTURE,MAHARASHTRA,anthracnose,tilt,20.8429,75.5261
DHARANGAON,Fruits,2013,3,21,Banana,JALGAON,75,KHARIF,HORTICULTURE,MAHARASHTRA,anthracnose,"spray bavistin",20.8429,75.5261
VALVA-ISLAMPUR,Fruits,2013,5,2,Banana,SANGLI,"Plant Protection",KHARIF,HORTICULTURE,MAHARASHTRA,anthracnose,"spray bavistin",17.1727,74.5868
"0   ",Fruits,2013,1,12,Banana,SOLAPUR,75,nan,HORTICULTURE,MAHARASHTRA,anthracnose,bavistin,17.8499,75.2763
"0   ",Fruits,2013,1,22,Banana,SOLAPUR,75,nan,HORTICULTURE,MAHARASHTRA,"ANTHRACNOSE OF BANANA","SPRAY TILT OR ANTHRACNOSE",17.8499,75.2763
MALSHIRAS,Fruits,2013,12,11,Banana,SOLAPUR,nan,nan,HORTICULTURE,MAHARASHTRA,anthracnose,"m 45",17.8499,75.2763
PANDHARPUR,Fruits,2013,12,18,Banana,SOLAPUR,nan,nan,HORTICULTURE,MAHARASHTRA,anthracnose,"m 45",17.8499,75.2763
BASMAT,Fruits,2013,5,12,Banana,HINGOLI,nan,nan,HORTICULTURE,MAHARASHTRA,anthracnose,"admire m 45",19.5431,77.1739
BANKI,Fruits,2013,5,7,Banana,CUTTACK,"Plant Protection",nan,HORTICULTURE,ODISHA,"STEM ROT AND ANTHRACNOSE","SPRAY BORDAX PASTE1",20.4686,85.8792
"TANGI CHOUDWAR",Fruits,2013,8,23,Banana,CUTTACK,"Plant Protection",nan,HORTICULTURE,ODISHA,ANTHRACNOSE,"SPRAY BAVISTIN 1GMLT AND BORDEUX MIXTURE 1GMLT",20.4686,85.8792
KUKUDAKHANDI,Fruits,2013,9,19,Banana,GANJAM,"Plant Protection",nan,HORTICULTURE,ODISHA,Anthracnose,"Spray copper oxychloride 025 or Bordeaux mixture 1 or chlorothaloail 02 or Carbendazim 01",19.609,84.7081
KHARIAR,Fruits,2013,7,24,Banana,NAWAPARA,"Plant Protection",nan,HORTICULTURE,ODISHA,ANTHRACNOSE,"BAVISTIN 1GML",21.1447,82.9432
BISSAMCUTTACK,Fruits,2013,10,23,Banana,RAYAGADA,"Plant Protection",nan,HORTICULTURE,ODISHA,ANTHRACNOSE,"BAVISTIN 1GML",19.4427,83.5873
HARABHANGA,Fruits,2013,5,2,Banana,BAUDH,"Plant Protection",nan,HORTICULTURE,ODISHA,ANTHRACNOSE,"BAVISTIN 1GML",20.8416,84.3213
ANDIYUR,Fruits,2013,11,18,Banana,ERODE,nan,nan,HORTICULTURE,TAMILNADU,anthracnose,"spray carbendazim 2 gm lit of water",11.4905,77.3505
AMBASAMUDRAM,Fruits,2013,4,7,Banana,TIRUNELVELI,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"anthracnose in banana","spray carbendazim  2 gm lit",8.72031,77.7075
HASWA,Fruits,2013,8,19,Banana,FATEHPUR,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","ANTHRACNOSE IN BANANA","SPRAY CARBENDAZIM  25 GMLITOF WATER",25.8348,80.9155
CHANCHAL-I,Fruits,2013,7,11,Banana,MALDAH,"Plant Protection",JAYAD,HORTICULTURE,"WEST BENGAL","CONTROL OF ANTHRACNOSE RIPE ROT IN BANANA","SPRAY CARBENDAZIM  1 GM LITER OF WATER WITH STICKER GIVE 2-3 SPRAY AT 10-12 DAYS OF INTERVALS",25.0977,88.1262
RANINAGAR-II,Fruits,2013,11,29,Banana,MURSHIDABAD,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF ANTHRACNOSE RIPE ROT IN BANANA","SPRAY CARBENDAZIM  1 GM LIT OF WATER",24.1746,88.2721
HANSKHALI,Fruits,2013,7,21,Banana,NADIA,"Plant Protection",JAYAD,HORTICULTURE,"WEST BENGAL","anthracnose on banana","Spray Copper oxychloride 025  4 gmliter of water Add wetting agent such as teepol or sandovit added at the rate of 1mllit of water",23.4847,88.5567
ATREYAPURAM,Fruits,2014,5,30,Banana,"EAST GODAVARI",nan,nan,HORTICULTURE,"ANDHRA PRADESH",anthracnose,"COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE",16.9957,81.7154
BIKRAM,Fruits,2014,4,8,Banana,PATNA,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,Anthracnose,"Spray copper oxychloride 025 or Bordeaux mixture 1 or chlorothaloail 02 or Carbendazim 01 Post harvest dipping of fruits in Carbendazim 400 ppm or Benomyl 1000 ppm",25.6093,85.1235
BARAUNI,Fruits,2014,5,8,Banana,BEGUSARAI,nan,nan,HORTICULTURE,BIHAR,"Anthracnose  disease in banana","Spray copper oxychloride 25gramliter of water or Bordeaux mixture 1 or chlorothaloail 2gramliter of water or Carbendazim 1gramliter of water",25.5125,86.0883
RAJPUR,Fruits,2014,4,19,Banana,BUXAR,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,Anthracnose,"Spray copper oxychloride 025 or Bordeaux mixture 1 or chlorothaloail 02 or Carbendazim 01 Post harvest dipping of fruits in Carbendazim 400 ppm or Benomyl 1000 ppm",25.5045,84.1097
HULASGANJ,Fruits,2014,4,21,Banana,JEHANABAD,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,Anthracnose,"Spray copper oxychloride 025 or Bordeaux mixture 1 or chlorothaloail 02 or Carbendazim 01 Post harvest dipping of fruits in Carbendazim 400 ppm or Benomyl 1000 ppm",25.153,85.0065
THAKURGANJ,Fruits,2014,7,26,Banana,KISHANGANJ,nan,nan,HORTICULTURE,BIHAR,"anthracnose in banana","Spray mencozeb  2glit of water",26.2984,87.9467
PALSANA,Fruits,2014,4,9,Banana,SURAT,nan,nan,HORTICULTURE,GUJARAT,"ask about banana anthracnose","mancozeb 25 gram per pump and to spray",21.2095,72.8317
TALAJA,Fruits,2014,4,27,Banana,BHAVNAGAR,nan,nan,HORTICULTURE,GUJARAT,"ask for anthracnose in banana","i suggested carbendanzim 20 gram  pump",21.7719,72.1416
ANAND,Fruits,2014,8,6,Banana,ANAND,nan,nan,HORTICULTURE,GUJARAT,"anthracnose in banana","mencozeb 37 gmpump",22.5587,72.9627
VYTTILA,Fruits,2014,5,2,Banana,ERNAKULAM,nan,nan,HORTICULTURE,KERALA,"Banana- Anthracnose","Spray copper oxychloride 025 or Bordeaux mixture 1 or chlorothaloail 02 or Carbendazim 01",9.98408,76.2741
KALPETTA,Fruits,2014,4,27,Banana,WAYANAD,nan,nan,HORTICULTURE,KERALA,"anthracnose in banana","spray  1 per cent bordeaux mixture",11.7151,76.1271
OACHIRA,Fruits,2014,6,5,Banana,KOLLAM,nan,nan,HORTICULTURE,KERALA,Banana-Anthracnose,"Spray bordeaux mixture",8.88724,76.5909
YAWAL,Fruits,2014,9,9,Banana,JALGAON,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,anthracnose,"Spray M-45 25 gm15 Lit of Water",20.8429,75.5261
MOHOL,Fruits,2014,9,10,Banana,SOLAPUR,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,anthracnose,"spray Bavistine 30gm actra 5 gm 15lit of Water",17.8499,75.2763
BHOKAR,Fruits,2014,12,30,Banana,NANDED,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,anthracnose,"Spray M-45 25 gm15 Lit of Water",19.094,77.4832
BHOGRAI,Fruits,2014,3,1,Banana,BALASORE,nan,nan,HORTICULTURE,ODISHA,Anthracnose,"Post harvest dipping of fruits in Carbendazim 400 ppm",21.5006,86.9199
JALESWAR,Fruits,2014,8,11,Banana,BALASORE,"Plant Protection",nan,HORTICULTURE,ODISHA,"ANTHRACNOSE IN BANANA","RECOMMENDED FOR SPRAY BAVISTIN 1GML OF WATER OR BORDEAUX MIXTURE FOR ANTHRACNOSE IN BANANA",21.5006,86.9199
BASTA,Fruits,2014,9,10,Banana,BALASORE,"Plant Protection",nan,HORTICULTURE,ODISHA,"ANTHRACNOSE IN BANANA","RECOMMENDED CARBENDAZIM15 GMLIT",21.5006,86.9199
"NISCHINTA KOILI",Fruits,2014,5,22,Banana,CUTTACK,"Plant Protection",nan,HORTICULTURE,ODISHA,ANTHRACNOSE,"APPLY BAVISTIN 1GML OF WATER",20.4686,85.8792
"NISCHINTA KOILI",Fruits,2014,8,5,Banana,CUTTACK,"Plant Protection",nan,HORTICULTURE,ODISHA,"Recommended for Anthracnose in banana","Recommended to spray Carbendazim  25gm ltr of water",20.4686,85.8792
KALAMPUR,Fruits,2014,8,4,Banana,KALAHANDI,"Plant Protection",nan,HORTICULTURE,ODISHA,"ANTHRACNOSE IN BANANA","RECOMMENDED SPRAY DEROSAL1 GMLIT OF WATER",19.8266,83.0409
BARIPADA,Fruits,2014,8,28,Banana,MAYURBHANJ,"Plant Protection",nan,HORTICULTURE,ODISHA,"ANTHRACNOSE IN BANANA","RECOMENDED DOSE OF BENOFIT 1GM1LIT WATER SPRAY",21.9156,86.3962
GOP,Fruits,2014,4,13,Banana,PURI,"Plant Protection",nan,HORTICULTURE,ODISHA,"BANANA APHID  Anthracnose","Spray Methyl demeton 20 EC  2 mllit  Spray copper oxychloride 025 or Bordeaux mixture 1 or chlorothaloail 02 or Carbendazim 01 Post harvest dipping of fruits in Carbendazim 400 ppm or Benomyl 1000 ppm",19.8076,85.8253
MANESWAR,Fruits,2014,3,9,Banana,SAMBALPUR,nan,nan,HORTICULTURE,ODISHA,Anthracnose,"use Aureofunginsol 100 ppm",21.5571,84.1529
MANESWAR,Fruits,2014,3,9,Banana,SAMBALPUR,nan,nan,HORTICULTURE,ODISHA,Anthracnose,"use Aureofunginsol 100 ppm",21.5571,84.1529
DAHRMASALA,Fruits,2014,5,31,Banana,JAJAPUR,"Plant Protection",nan,HORTICULTURE,ODISHA,anthracnose,"spray carbendizam 2gmlt of water",20.8278,86.3798
BARI,Fruits,2014,12,30,Banana,JAJAPUR,"Plant Protection",nan,HORTICULTURE,ODISHA,"ANTHRACNOSE IN BANANA","RECOMMENDED FOR SPRAY BAVISTIN 1GML OF WATER FOR ANTHRACNOSE IN BANANA",20.8278,86.3798
RAJNAGAR,Fruits,2014,3,19,Banana,KENDRAPARA,"Plant Protection",KHARIF,HORTICULTURE,ODISHA,"Anthracnose Banana","Foliar spray of  Benomeal  2gramLitar water",20.5475,86.5296
BHUBANESWAR,Fruits,2014,5,5,Banana,KHORDHA,"Plant Protection",nan,HORTICULTURE,ODISHA,Anthracnose,"Post harvest dipping of fruits in Carbendazim 400 ppm",20.0538,85.5023
BARPALI,Fruits,2014,9,23,Banana,BARGARH,"Plant Protection",nan,HORTICULTURE,ODISHA,"Anthracnose in banana","recomended to spray carbendazim 15gmliter water to controll Anthracnose in banana",21.232,83.5653
BARGARH,Fruits,2014,11,5,Banana,BARGARH,"Plant Protection",nan,HORTICULTURE,ODISHA,"Anthracnose disease in mango","recommended to spray benomyl 1 ml per litre water",21.232,83.5653
JHARSUGUDA,Fruits,2014,6,30,Banana,JHARSUGUDA,"Plant Protection",nan,HORTICULTURE,ODISHA,"anthracnose disease","spray carbendazim-2gmlit  streptocyclin-01gmlit of water",21.8019,83.9714
AYODHIYAPATTINAM,Fruits,2014,7,27,Banana,SALEM,"Plant Protection",JAYAD,HORTICULTURE,TAMILNADU,"Anthracnose in banana","Spray copper oxychloride 2glit",11.647,78.2107
DHARMAPURI,Fruits,2014,8,7,Banana,DHARMAPURI,"Plant Protection",JAYAD,HORTICULTURE,TAMILNADU,"anthracnose in banana","recommended for spray carbendazim 2 glit",12.1456,78.1132
DHARMAPURI,Fruits,2014,8,7,Banana,DHARMAPURI,"Plant Protection",JAYAD,HORTICULTURE,TAMILNADU,"Anthracnose in banana","recommended for spray Carbendazim 2gmlit of water",12.1456,78.1132
BHAVANI,Fruits,2014,6,9,Banana,ERODE,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"banana Anthracnose","spray - Carbendazim 2mllitre",11.4905,77.3505
PERUNDURAI,Fruits,2014,7,14,Banana,ERODE,"Plant Protection",JAYAD,HORTICULTURE,TAMILNADU,"Anthracnose infection for banana","spray Carbendazim 2gliter of water",11.4905,77.3505
"MADURAI EAST",Fruits,2014,9,25,Banana,MADURAI,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"banana Anthracnose :","spray carbendazim 2 gram  1 litre of water",9.92612,78.1141
BAKSHA,Fruits,2014,6,8,Banana,JAUNPUR,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","ANTHRACNOSE IN BANANA","SRAY CARBENDAIM  1 GMLITOF WATER",25.7967,82.4889
TEHATTA-II,Fruits,2014,3,17,Banana,NADIA,"Cultural Practices",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF ANTHRACNOSE IN BANANA","SPRAY CARBENDAZIM 50 WP  1GM LIT OF WATER",23.4847,88.5567
KRISHNAGANJ,Fruits,2014,10,18,Banana,NADIA,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF ANTHRACNOSE IN BANANA","RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 50WP  4 GMLIT OF WATER",23.4847,88.5567
KARIMPUR-II,Fruits,2014,10,21,Banana,NADIA,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF ANTHRACNOSE IN BANANA","RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER",23.4847,88.5567
SWARUPNAGAR,Fruits,2014,6,10,Banana,"NORTH 24 PARGANAS","Plant Protection",RABI,HORTICULTURE,"WEST BENGAL","CONTROL OF ANTHRACNOSE IN BANANA","SPRAY COPPER OXYCHLORIDE 50WP  4 GM LIT OF WATER WITH STICKER  05 ML LIT OF WATER",22.6927,88.6626
DEGANGA,Fruits,2014,8,23,Banana,"NORTH 24 PARGANAS","Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF ANTHRACNOSE RIPE ROT IN BANANA","RECOMMENDED FOR SPRAY CARBENDAZIM  1GM LIT OF WATER",22.6927,88.6626
BADURIA,Fruits,2014,9,15,Banana,"NORTH 24 PARGANAS","Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF ANTHRACNOSE IN BANANA","RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 50 WP  4GM LIT OF WATER",22.6927,88.6626
AMDANGA,Fruits,2014,11,7,Banana,"NORTH 24 PARGANAS","Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF ANTHRACNOSE OF BANANA","RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER",22.6927,88.6626
CONTAI-I,Fruits,2014,10,18,Banana,"EAST MEDINIPUR","Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","Anthracnose in Banana","RECOMMENDED FOR SPRAY CARBENDAZIM  1 GM LT OF WATER",22.2906,87.9159
ABHANPUR,Fruits,2014,9,11,Banana,RAIPUR,"Plant Protection",KHARIF,HORTICULTURE,CHHATTISGARH,"how to control Anthracnose disease in babana ","Carbendazim 1 gmlitre of water or Chlorothalonil  2 gmlitre of water four times at fortnightly interval is highly effective to control Anthracnose disease in babana",21.2381,81.6337
KARAIKAL,Fruits,2014,6,10,Banana,KARAIKAL,"Plant Protection",KHARIF,HORTICULTURE,PUDUCHERRY,"Anthracnose in banana","spray Carbendazim 2gm  lit",10.9157,79.8376
KOVVUR,Fruits,2015,9,23,Banana,"WEST GODAVARI","Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","Anthracnose on ripe fruits","RECOMMEDED TO SPRAY CARBENDIZEB 10 GRLI",16.6443,81.5885
AGIRIPALLI,Fruits,2015,8,24,Banana,KRISHNA,"Plant Protection",KHARIF,HORTICULTURE,"ANDHRA PRADESH","Banana fruit  Anthracnose","RECOMMENDED TO SPRAY MANCOZEB DITHANE M-45 INDOFIL M-45 MANJET  500-600 GRAMS  PER ACRE",16.2128,81.0307
TALLUR,Fruits,2015,10,25,Banana,PRAKASAM,"Plant Protection",RABI,HORTICULTURE,"ANDHRA PRADESH","Banana Anthracnose","BLITOX 3 GRAMS  LITER WATER",15.6643,79.4733
NARPALA,Fruits,2015,12,11,Banana,ANANTPUR,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","Anthracnose OF BANANA","RECOMMENDED TO SPRAY CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE",13.5747,78.5029
MYDUKUR,Fruits,2015,10,18,Banana,"Y S R ","Plant Protection",KHARIF,HORTICULTURE,"ANDHRA PRADESH","Banana Anthracnose on ripe fruits","BLITOX 3 GRAMS  LITER WATER",15.9241,80.1864
MANIKPUR,Fruits,2015,4,14,Banana,BONGAIGAON,"Plant Protection",JAYAD,HORTICULTURE,ASSAM,"ASKING FOR THE CONTROL OF ANTHRACNOSE IN BANANA","SUGGESTED TO SPRAY BAVISTIN  21GM PER LITER OF WATER",26.48,90.558
GAMHARIYA,Fruits,2015,7,3,Banana,MADHEPURA,"Plant Protection",nan,HORTICULTURE,BIHAR,"Anthracnose in banana","Spray copper oxychloride 025 or Bordeaux mixture 1 or chlorothaloail 02 or Carbendazim 01 Post harvest dipping of fruits in Carbendazim 400 ppm or Benomyl 1000 ppm",25.7806,86.9365
"PATEDHI BELSAR",Fruits,2015,6,11,Banana,VAISHALI,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,"Anthracnose on ripe fruits","Spray copper oxychloride 025 or Bordeaux mixture 1 or chlorothaloail 02 or Carbendazim 01",25.7492,85.3972
PARSAUNI,Fruits,2015,9,10,Banana,SITAMARHI,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,Anthracnose,"Spray copper oxychloride 025 or Bordeaux mixture 1 or chlorothaloail 02 or Carbendazim 01 Post harvest dipping of fruits in Carbendazim 400 ppm or Benomyl 1000 ppm",26.5943,85.5004
GOGRI,Fruits,2015,5,19,Banana,KHAGARIA,"Plant Protection",JAYAD,HORTICULTURE,BIHAR,"anthracnose in banana","Spray copper oxychloride  2 gram in 1 litre of water",25.4931,86.6982
"PURNIA EAST",Fruits,2015,8,24,Banana,PURNEA,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,Anthracnose,"Post harvest dipping of fruits in Carbendazim 400 ppm or Benomyl 1000 ppm",25.7774,87.4731
SHIKARPUR,Fruits,2015,6,29,Banana,SHIMOGA,"Plant Protection",nan,HORTICULTURE,KARNATAKA,"banana anthracnose","Spray copper oxychloride 025 or Bordeaux mixture 1 or chlorothaloail 02 or Carbendazim 01",14.0557,75.2381
BHADRAVATI,Fruits,2015,8,18,Banana,SHIMOGA,"Plant Protection",nan,HORTICULTURE,KARNATAKA,"anthracnose problem","carbendazim 2gmlitter water or streptomysin sulphate 200ppm  2gm litter",14.0557,75.2381
BADAMI,Fruits,2015,7,12,Banana,BAGALKOT,"Plant Protection",KHARIF,HORTICULTURE,KARNATAKA,anthracnose,"Spray chlorothalonil 2 gram per litre of water",16.1793,75.6999
KOTTARAKKARA,Fruits,2015,4,16,Banana,KOLLAM,"Plant Protection",nan,HORTICULTURE,KERALA,Banana-Anthracnose,"Recommended Bordeaux mixture",8.88724,76.5909
