BlockName,Category,Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns,latitude,longitude
TARANA,Fruits,2013,2,11,Mango,UJJAIN,75,KHARIF,HORTICULTURE,"MADHYA PRADESH","how to control red rust in mango",nan,23.1885,75.7717
MAHIDPUR,Fruits,2013,6,12,Mango,UJJAIN,nan,nan,HORTICULTURE,"MADHYA PRADESH","mango red rust disease","Red rustBordeaux mixture 1 or Copper oxychloride 025",23.1885,75.7717
MALHARGARH,Fruits,2013,4,5,Mango,MANDSAUR,"Plant Protection",RABI,HORTICULTURE,"MADHYA PRADESH","Red rust in mango ","Bordeaux mixture 1 or Copper oxychloride 025",24.2628,75.3857
"0   ",Fruits,2013,1,19,Mango,HARDA,75,KHARIF,HORTICULTURE,"MADHYA PRADESH","Red rust in mango ","Bordeaux mixture 1 or Copper oxychloride 025",22.2428,77.1179
ODAPADA,Fruits,2013,9,16,Mango,DHENKANAL,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST","COPPEROXYCHLORIDE 2GM 1 LITER",20.8351,85.6022
BALIKUDA,Fruits,2013,7,13,Mango,JAGATSINGHAPUR,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST","COPPEROXYCHLORIDE 2GM 1 LITER",20.1801,86.3415
NANGUNERI,Fruits,2013,12,17,Mango,TIRUNELVELI,nan,KHARIF,HORTICULTURE,TAMILNADU,"Red rust in mango","spray copper oxchyloride 2 gmlit of water",8.72031,77.7075
NILAKOTTAI,Fruits,2013,9,24,Mango,DINDIGUL,"Plant Protection",JAYAD,HORTICULTURE,TAMILNADU,"mango Red rust","spray copper oxychloride 2gm  lit",10.4257,77.8157
JALPAIGURI,Fruits,2013,8,21,Mango,JALPAIGURI,"Plant Protection",JAYAD,HORTICULTURE,"WEST BENGAL","TO CONTROL OF RED RUST  ZINC DEFECIANCY IN MANGO","SPRAY COPPER-OXYCHLORIDE  4 GMLIT OF WATER THEN CHILETED ZINC 2GMLIT OF WATER",26.6263,88.7335
RATUA-I,Fruits,2013,8,1,Mango,MALDAH,"Plant Protection",JAYAD,HORTICULTURE,"WEST BENGAL","TO CONTROL OF RED RUST IN MANGO","SPRAY COPPER-OXYCHLORIDE 4 GMLIT OF WATER",25.0977,88.1262
RANIBUNDH,Fruits,2013,6,23,Mango,BANKURA,"Plant Protection",JAYAD,HORTICULTURE,"WEST BENGAL","CONTROL OF RED RUST IN MANGO","SPRAY COPPER OXYCHLORIDE 50 WP  4 GM LIT OF WATER GIVE 2-3 SPRAY AT 10-12 DAYS OF INTERVALS",23.1324,87.2082
"0   ",Fruits,2013,2,8,Mango,"EAST MEDINIPUR",75,KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF RED RUST IN MANGO","SPRAY COPPER OXICLORIDE  4GM LIT WATER",22.2906,87.9159
"0   ",Fruits,2013,1,15,Mango,LOHARDAGA,"Plant Protection",KHARIF,HORTICULTURE,JHARKAND,"red rust in mango","Bordeaux mixture 1 or Copper oxychloride 025",23.477,84.6987
BIHDIA,Fruits,2014,9,26,Mango,KAMRUP,"Plant Protection",nan,HORTICULTURE,ASSAM,"ASKING ABOUT CONTROL OF RED RUST IN MANGO","ADVICE TIO APPLY BLITOX 50 2GML OF WATER",26.1469,91.2227
HILSA,Fruits,2014,6,12,Mango,NALANDA,nan,nan,HORTICULTURE,BIHAR,"Red rust","Bordeaux mixture 1 or Copper oxychloride 025",25.1365,85.4437
BEHEA,Fruits,2014,7,28,Mango,BHOJPUR,"Plant Protection",nan,HORTICULTURE,BIHAR,"Red rust","Bordeaux mixture 1 or Copper oxychloride 025",25.4501,84.5635
BARUN,Fruits,2014,4,12,Mango,AURANGABAD,nan,KHARIF,HORTICULTURE,BIHAR,"Red rust","Bordeaux mixture 1 or Copper oxychloride 025",24.8033,84.411
HAJIPUR,Fruits,2014,5,1,Mango,VAISHALI,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,"Red rust","Bordeaux mixture 1 or Copper oxychloride 025",25.7492,85.3972
MADHEPUR,Fruits,2014,6,15,Mango,MADHUBANI,nan,nan,HORTICULTURE,BIHAR,"RED RUST IN MANGO","Bordeaux mixture 1 or Copper oxychloride 025",26.3503,86.2296
NARAYANPUR,Fruits,2014,4,22,Mango,BHAGALPUR,nan,nan,HORTICULTURE,BIHAR,"Red rust control in mango","spray Bordeaux mixture 1 or Copper oxychloride 25 gramliter of water",25.2861,87.1304
NARAYANPUR,Fruits,2014,6,9,Mango,BHAGALPUR,nan,nan,HORTICULTURE,BIHAR,"Red rust of mango","copper oxicloride 2gl water",25.2861,87.1304
BIHPUR,Fruits,2014,12,12,Mango,BHAGALPUR,"Bio-Pesticides and Bio-Fertilizers",nan,HORTICULTURE,BIHAR,"red rust","Bordeaux mixture 1 or Copper oxychloride 025",25.2861,87.1304
CHANNAN,Fruits,2014,5,11,Mango,LAKHISARIA,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,"Red rust","Bordeaux mixture 1 or Copper oxychloride 025",25.6441,85.9065
DHAMDAHA,Fruits,2014,4,18,Mango,PURNEA,"Plant Protection",nan,HORTICULTURE,BIHAR,"Red rust control in mango","spray Bordeaux mixture 1 or Copper oxychloride 25 gramliter of water",25.7774,87.4731
BHARGAMA,Fruits,2014,4,13,Mango,ARARIA,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,"Red rust","Bordeaux mixture 1 or Copper oxychloride 025",26.2651,87.3699
ASTARANGA,Fruits,2014,6,19,Mango,PURI,"Plant Protection",nan,HORTICULTURE,ODISHA,"Red rust","SPRAY COPPER OXYCHLOPRIDE 25 GM 1 LITER WATER",19.8076,85.8253
LAHUNIPARA,Fruits,2014,12,15,Mango,SUNDARGARH,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST IN MANGO","RECOMMENDED TO SPRAY COPPER OXYCHLORIDE 25GM1 LITER OF WATER",22.0605,83.9359
BIRMAHARAJPUR,Fruits,2014,11,30,Mango,SONEPUR,"Plant Protection",nan,HORTICULTURE,ODISHA,"Red rust disease of mango","Recommended to spray Copper oxychlorideBlitox 50 2 gm per litre of water to control Red rust disease of mango",20.8454,83.9091
RAJKANIKA,Fruits,2014,2,3,Mango,KENDRAPARA,"Plant Protection",nan,HORTICULTURE,ODISHA,"Red rust","Bordeaux mixture 1 or Copper oxychloride 025",20.5475,86.5296
HARABHANGA,Fruits,2014,5,6,Mango,BAUDH,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST","RED RUST : SPRAY Copper oxychloride BLITOX 50 3GM PER LITRE OF WATER",20.8416,84.3213
KANTAMAL,Fruits,2014,11,19,Mango,BAUDH,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST IN MANGO","RED RUST IN MANGO:RECOMENDED DOSE OF BLITOX-50 3GM1LIT WATER SPRAY",20.8416,84.3213
BARGARH,Fruits,2014,2,19,Mango,BARGARH,"Plant Protection",nan,HORTICULTURE,ODISHA,"Red rust","Bordeaux mixture 1 or Copper oxychloride 025",21.232,83.5653
BARGARH,Fruits,2014,7,2,Mango,BARGARH,"Plant Protection",nan,HORTICULTURE,ODISHA,"Red rust","Bordeaux mixture 1 or Copper oxychloride 025",21.232,83.5653
BARGARH,Fruits,2014,8,4,Mango,BARGARH,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST IN MANGO PLANT","RECOMMENDED TO SPRAY BORDEAUX MIXTURE 3GM1 LITER OF WATER",21.232,83.5653
"BARI SADRI",Fruits,2014,10,19,Mango,CHITTAURGARH,"Plant Protection",nan,HORTICULTURE,RAJASTHAN,"RED RUST IN MANGO","Spray of Bordeaux mixture 1 gm or Copper oxychloride 25 gm per lit water",24.5,74.5
BHADRA,Fruits,2014,5,15,Mango,HANUMANGARH,"Plant Protection",nan,HORTICULTURE,RAJASTHAN,"RED RUST DISEASE CONTROL IN MANGO","SPRAY OF COPPER OXICHLORIDE 45 GM PER 15 LITER WATER",29.366,74.2984
BURWAN,Fruits,2014,11,23,Mango,MURSHIDABAD,"Plant Protection",RABI,HORTICULTURE,"WEST BENGAL","CONTROL OF RED RUST IN MANGO","RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 50WP  4 GMLITOF WATER",24.1746,88.2721
SIRAMPUR-UTTARPARA,Fruits,2014,8,22,Mango,HOOGHLY,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF RED RUST IN MANGO","RECOMMENDED FOR SPRAY COPPER OXYCHLORIED 50WP  4 GM LITOF WATER",22.9099,88.0121
MAYURESWAR-II,Fruits,2014,10,10,Mango,BIRBHUM,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF RED RUST IN MANGO","RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 50WP  4 GM LIT OF WATER",24.0622,87.6983
SURI-I,Fruits,2014,12,13,Mango,BIRBHUM,"Plant Protection",RABI,HORTICULTURE,"WEST BENGAL","CONTROL OF RED RUST IN MANGO","RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 50WP  4 GMLITOF WATER",24.0622,87.6983
PURULIA-II,Fruits,2014,12,30,Mango,PURULIA,"Plant Protection",RABI,HORTICULTURE,"WEST BENGAL","CONTROL OF RED RUST IN MANGO","RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 50WP  4 GMLITOF WATER",23.2021,86.3229
TAMLUK,Fruits,2014,5,15,Mango,"EAST MEDINIPUR","Plant Protection",RABI,HORTICULTURE,"WEST BENGAL","CONTROL OF RED RUST IN MANGO","SPRAY COPPER OXYCHLORIED 50WP  4 GM PER LIT OF WATER",22.2906,87.9159
Kolkata,Fruits,2014,11,27,Mango,KOLKATTA,"Plant Protection",RABI,HORTICULTURE,"WEST BENGAL","CONTROL OF RED RUST IN MANGO","RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 50 WP  4 GM  LIT OF WATER",22.9965,87.6856
NAWADIH,Fruits,2014,4,8,Mango,BOKARO,"Plant Protection",RABI,HORTICULTURE,JHARKAND,"Red rust disease in mango leaf","spray in copper oxichloride  2 gmwater",23.6991,85.9911
GODDA,Fruits,2014,7,8,Mango,GODDA,"Plant Protection",JAYAD,HORTICULTURE,JHARKAND,"Red rust in mango","Red rust Bordeaux mixture 1 or Copper oxychloride 025",24.8646,87.2985
ALLAVARAM,Fruits,2015,1,3,Mango,"EAST GODAVARI","Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","asked about mango red rust","recommended to spray blitax3gmlit",16.9957,81.7154
JAGGAYYAPETA,Fruits,2015,8,30,Mango,KRISHNA,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","Red rust OF MANGO","RECAMANDED Bordeaux mixture 1 or Copper oxychloride 025",16.2128,81.0307
BESTAVARIPETA,Fruits,2015,8,17,Mango,PRAKASAM,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","Red rust  of mango","RECOMMENDED TO SPRAY COPPER OXY CHLORIDE BLITOX3 GRAMS PER 1LWATER",15.6643,79.4733
KANIGIRI,Fruits,2015,12,11,Mango,PRAKASAM,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","Red rust of mango","RECOMMENDED TO SPRAY COPPER OXY CHLORIDE BLITOX 600 GRAMS 200 l water  PER ACRE",15.6643,79.4733
ATMAKUR,Fruits,2015,8,28,Mango,ANANTPUR,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","Red rust OF MANGO","Bordeaux mixture 1 or Copper oxychloride 025",13.5747,78.5029
ATHAMALGOLA,Fruits,2015,8,4,Mango,PATNA,"Plant Protection",nan,HORTICULTURE,BIHAR,"Red rust Bordeaux mixture 1 or Copper oxychloride 025","Red rust Bordeaux mixture 1 or Copper oxychloride 025",25.6093,85.1235
THARTHARI,Fruits,2015,10,12,Mango,NALANDA,"Plant Protection",nan,HORTICULTURE,BIHAR,"Red rust in Mango tree","SPRAY COPPER OXY CHLORIDE 2 GRAMLITRE OF WATER",25.1365,85.4437
EKMA,Fruits,2015,7,3,Mango,SARAN,"Plant Protection",nan,HORTICULTURE,BIHAR,"Red rust in mango leaf","Bordeaux mixture 1 or Copper oxychloride 025",25.9214,84.776
BETTIAH,Fruits,2015,4,16,Mango,"PASHCHIM CHAMPARAN","Plant Protection",JAYAD,HORTICULTURE,BIHAR,"Red rust","Spray copper oxychloride  2 gram in 1 litre of water",27,84.5
BAHERI,Fruits,2015,2,18,Mango,DARBHANGA,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,"Red rust  in mango","spray Copper oxychlorideSpray   2 ml in 1 litre of water",26.083,86.0325
BARAHAT,Fruits,2015,12,9,Mango,BANKA,"Plant Protection",nan,HORTICULTURE,BIHAR,"Red rust in MaNGO","Spray copper oxychloride  2 gram in 1 litter of water",24.8328,86.8161
SURAJGARHA,Fruits,2015,6,15,Mango,LAKHISARIA,"Plant Protection",nan,HORTICULTURE,BIHAR,"Red rust in mango","Bordeaux mixture 1 or Copper oxychloride 025",25.6441,85.9065
KADWA,Fruits,2015,1,11,Mango,KATIHAR,"Plant Protection",RABI,HORTICULTURE,BIHAR,"Red rust","Red rust Bordeaux mixture 1 or Copper oxychloride 025",25.5586,87.6457
KATRA,Fruits,2015,2,24,Mango,MUZAFFARPUR,"Plant Protection",JAYAD,HORTICULTURE,BIHAR,"Red rust","Bordeaux mixture 1 or Copper oxychloride 025",26.1483,85.3316
REWA,Fruits,2015,7,28,Mango,REWA,"Plant Protection",KHARIF,HORTICULTURE,"MADHYA PRADESH","farmer want to know about control of red rust in mango ","Bordeaux mixture 06 or Copper oxychloride 025",24.7561,81.3811
BALANGIR,Fruits,2015,6,8,Mango,BALANGIR,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST IN MANGO","RECOMMENDED TO SPRAY COPPER OXYCHLORIDE 3GM1 LITER OF WATER",20.6095,83.1673
ATHAGAD,Fruits,2015,1,8,Mango,CUTTACK,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST IN MANGO","RECOMMENDED TO SPRAY COPPER OXYCHLORIDE 25GM1 LITER OF WATER",20.4686,85.8792
KOKASARA,Fruits,2015,6,26,Mango,KALAHANDI,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST IN MANGO LEAF","RECOMMENDED TO SPRAY COPPER OXYCHLORIDE 3GM1 LITER OF WATER TO CONTROL RED RUST IN MANGO LEAF",19.8266,83.0409
TARBHA,Fruits,2015,8,6,Mango,SONEPUR,"Plant Protection",nan,HORTICULTURE,ODISHA,"Red rust IN MANGO","SPRAY Bordeaux mixture - 1 GRAM PER 1 LITRE WATER",20.8454,83.9091
ULLUNDA,Fruits,2015,10,27,Mango,SONEPUR,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST IN MANGO","RECOMMENDED TO SPRAY COPPER OXYCHLORIDE 3GM  PLANTOMYCINE 1GM  1 LITE OF WATER",20.8454,83.9091
RAJKANIKA,Fruits,2015,1,7,Mango,KENDRAPARA,"Plant Protection",nan,HORTICULTURE,ODISHA,"red rust","recommended to spray Copper oxychloride 25gm per liter water",20.5475,86.5296
RAJKANIKA,Fruits,2015,10,15,Mango,KENDRAPARA,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST IN MANGO","RECOMMENDED TO SPRAY COPPER OXYCHLORIDE 3GM1 LITER OF WATER",20.5475,86.5296
KHARIAR,Fruits,2015,10,31,Mango,NAWAPARA,"Plant Protection",nan,HORTICULTURE,ODISHA,"Red rust IN MANGO","SPRAY Copper oxychloride  2 GRAM LTR WATER",21.1447,82.9432
BHUBANESWAR,Fruits,2015,6,26,Mango,KHORDHA,"Plant Protection",nan,HORTICULTURE,ODISHA,"red rust in mango","recommended to spray with blitox 50 2gmltr of water",20.0538,85.5023
RANAPUR,Fruits,2015,1,15,Mango,NAYAGARH,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST IN MANGO","RECOMMENDED TO SPRAY COPPER OXYCHLORIDE 25GM1 LITER OF WATER",20.2394,85.0507
BHATLI,Fruits,2015,8,10,Mango,BARGARH,"Plant Protection",nan,HORTICULTURE,ODISHA,"RED RUST IN MANGO","RECOMMENDED TO SPRAY COPPER OXYCHLORIDE 3GM  PLANTOMYCINE 1GM  1 LITER OF WATER",21.232,83.5653
BHOPALGARH,Fruits,2015,8,22,Mango,JODHPUR,"Plant Protection",KHARIF,HORTICULTURE,RAJASTHAN,"TELL ME RED RUST IN MANGO","SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER",26.2968,73.0351
MALPURA,Fruits,2015,10,17,Mango,TONK,"Plant Protection",RABI,HORTICULTURE,RAJASTHAN,"TELL ME RED RUST CONTROL IN MANGO","SPRAY OF MENCOZEB 2GM PAR LITAR WATER",26.1223,75.8239
TARANAGAR,Fruits,2015,7,14,Mango,CHURU,"Plant Protection",KHARIF,HORTICULTURE,RAJASTHAN,"RED RUST IN MANGO","SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER",28.2048,74.6913
TARANAGAR,Fruits,2015,7,14,Mango,CHURU,"Plant Protection",KHARIF,HORTICULTURE,RAJASTHAN,"RED RUST IN MANGO","SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER",28.2048,74.6913
HANUMANGARH,Fruits,2015,12,24,Mango,HANUMANGARH,"Plant Protection",RABI,HORTICULTURE,RAJASTHAN,"TELL ME CONTROL OF Red rust","SPRAY OF COPPER OXICHLORIDE 3 GRAM IN ONE LITER WATER",29.366,74.2984
UPPILIAPURAM,Fruits,2015,9,22,Mango,TIRUCHIRAPPALLI,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"Mango red rust management details","recommended for spray Copper oxy chloride 2 g  lit of water",10.8071,78.6881
KILVELUR,Fruits,2015,4,24,Mango,NAGAPATTINAM,"Plant Protection",JAYAD,HORTICULTURE,TAMILNADU,"red rust in mango","recommended for spraying copper oxy chloride 25 gram  litre of water",10.6026,79.7619
BAGHARA,Fruits,2015,12,20,Mango,MUZAFFARNAGAR,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","Red rust problem in mango crop","Copper oxychloride 3 gramliter pani",29.4497,77.7429
"SARURPUR KHURD",Fruits,2015,10,1,Mango,MEERUT,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust in mango","2 gram Copper oxychloride prati litre pani me milakar sprey kare",29.0019,77.768
HOLAGARH,Fruits,2015,7,27,Mango,ALLAHABAD,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust in mango","Copper oxychloride 1 ml3 liter pani ki dar se spray kare",25.4381,81.8338
SORAON,Fruits,2015,10,10,Mango,ALLAHABAD,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","red rust in mango","To control of red rust in mango Copper oxychloride 50 wp - 25 gramliter spray with water",25.4381,81.8338
BAHADURPUR,Fruits,2015,12,4,Mango,ALLAHABAD,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","red rust in mango","copper oxicloride - 2 gramliter ka chidkav kre",25.4381,81.8338
"KASHI VIDYAPEETH",Fruits,2015,11,4,Mango,VARANASI,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","red rust in mango plant","Copper oxychloride 025 ka spray kare",25.3356,83.0076
"RAM NAGAR",Fruits,2015,8,2,Mango,JAUNPUR,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","red rust in mango","spray copper oxichloride25 gmlitre of water for reg rust in mango",25.7967,82.4889
"DHARMA PUR",Fruits,2015,8,8,Mango,JAUNPUR,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust problem in mango tree","Copper oxychloride 3 gramlitar pani",25.7967,82.4889
KERAKAT,Fruits,2015,8,11,Mango,JAUNPUR,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust problem in mango tree","Copper oxychloride 3gramlitar pani",25.7967,82.4889
"MACHCHALI SHAHAR",Fruits,2015,9,19,Mango,JAUNPUR,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust problem in mango","Copper oxychloride  25 gram litre spray kare",25.7967,82.4889
"MACHCHALI SHAHAR",Fruits,2015,12,25,Mango,JAUNPUR,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","Red rust disease in mango","Copper Oxychloride 50WG 3 gramliter pani",25.7967,82.4889
DEVKALI,Fruits,2015,7,20,Mango,GHAZIPUR,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","red rust ","Bordeaux mixture 06 or Copper oxychloride 025 ka spre kare",25.6035,83.5076
SADAT,Fruits,2015,7,22,Mango,GHAZIPUR,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","RED RUST ","SPRAY Copper oxychloride 025",25.6035,83.5076
MOHAMMADABAD,Fruits,2015,8,31,Mango,GHAZIPUR,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust disease in mango tree","Copper oxychloride 3 gramlitarpani Profenofos 40Cypermethrin 4EC25 mllitar pani",25.6035,83.5076
SADAT,Fruits,2015,12,23,Mango,GHAZIPUR,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","Red rust in mango ","Copper oxychloride 25 gramliter ki dar se chidcav kare",25.6035,83.5076
BRAHMPUR,Fruits,2015,12,4,Mango,GORAKHPUR,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","Red rust OF MANGO ","Bordeaux mixture 1 or Copper oxychloride 025",26.6678,83.3642
"PATHAR DEWA",Fruits,2015,8,16,Mango,DEORIA,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust in mango","Copper oxychloride at 25 gmliter pani",26.424,83.7639
"BHATPAR RANI",Fruits,2015,11,7,Mango,DEORIA,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","red rust in mango","Copper oxychloride - 25 gramliter paani ka chidkav kre",26.424,83.7639
BUGAULIYA,Fruits,2015,8,4,Mango,BASTI,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust in mango","spray  Copper oxychloride 025 for Red rust in mango",26.8387,82.5351
TARWA,Fruits,2015,6,27,Mango,AZAMGARH,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust problem in mengo","coparoxiclorait 3mllitar pani imidacloropid 178 1mllitar pani",26.0236,83.0293
AZMATGARH,Fruits,2015,7,21,Mango,AZAMGARH,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust problem in mango","Copper Oxychloride 3 gramlitar pani",26.0236,83.0293
AHIRAULA,Fruits,2015,8,1,Mango,AZAMGARH,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust in mango","spray  Copper oxychloride 025 for Red rust in mango",26.0236,83.0293
AZMATGARH,Fruits,2015,12,5,Mango,AZAMGARH,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","Red rust in mango ","copper oxychloride 25 gram  liter",26.0236,83.0293
SAFIPUR,Fruits,2015,8,12,Mango,UNNAO,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust in mango","Copper oxychloride 1 ml3 liter pani ki dar se spray kare",26.5673,80.6198
BIGHAPUR,Fruits,2015,8,31,Mango,UNNAO,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","red rust in mango","copper oxycloride 25 gram par litre ka chidkav kre",26.5673,80.6198
MAHRAJGANJ,Fruits,2015,3,18,Mango,RAEBARELI,"Plant Protection",JAYAD,HORTICULTURE,"UTTAR PRADESH","mango me red rust ki problem hai","copper oxi chloride-25 gramliter pani ka spray kare",26.2087,81.2186
KHIRON,Fruits,2015,7,7,Mango,RAEBARELI,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust in mango","spray  Copper oxychloride 025 for Red rust in mango",26.2087,81.2186
MACHHREHTA,Fruits,2015,7,21,Mango,SITAPUR,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust in Mango","Copper Oxychloride 50 WP 25 gram  litre  prayog karen  01 gram streptocyline  litre bhi milaayen",27.5027,80.8335
HARGAON,Fruits,2015,10,31,Mango,SITAPUR,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","Red rust in mango","Copper oxychloride  25 gmliter of water",27.5027,80.8335
"PURA BAZAR",Fruits,2015,7,7,Mango,FAIZABAD,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","red rust in mango","Copper oxychloride  2gm  liter pani",26.7789,82.1427
MILKIPUR,Fruits,2015,8,11,Mango,FAIZABAD,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust in mango","Copper oxychloride at 25 gmliter pani",26.7789,82.1427
MILKIPUR,Fruits,2015,10,3,Mango,FAIZABAD,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Red rust in mango","spray Copper oxychloride 25gmliter water",26.7789,82.1427
HARIYANGATANGANJ,Fruits,2015,12,18,Mango,FAIZABAD,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","Red rust in mango ","Copper oxychloride 025",26.7789,82.1427
COLONELGANJ,Fruits,2015,9,7,Mango,GONDA,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","MANGO ME RED RUST LAGA HAI ","Bordeaux mixture 1 or Copper oxychloride 025 KA SPRAY KARE",27.1104,81.9239
BHADAIYA,Fruits,2015,4,17,Mango,SULTANPUR,"Plant Protection",JAYAD,HORTICULTURE,"UTTAR PRADESH","mango me red rust hai","Copper oxychloride 025 1mlliterpani ki dar se spray kare",26.2605,82.2381
