BlockName,Category,Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns,latitude,longitude
"VIKRAM JOT",Fruits,2012,10,8,Banana,BASTI,75,nan,HORTICULTURE,"UTTAR PRADESH","Bacterial Wilt or Moko Disease Mosaic Virus","Carbofuran 3 CG 1GPLANT Mancozeb 75 WP 1G1L WATER SPRAY ON BANANA PLANT",26.8387,82.5351
KHANDWA,Fruits,2013,5,6,Banana,"EAST NIMAR","Plant Protection",RABI,HORTICULTURE,"MADHYA PRADESH","how to control Banana bract mosaic virus","immediate eradication of infected plantsIn establishing new banana plantings only virus-free propagating materials should be used",21.75,76.5833
MURIBAHAL,Fruits,2014,6,18,Banana,BALANGIR,nan,nan,HORTICULTURE,ODISHA,"Banana bract mosaic virus","immediate eradication of infected plants",20.6095,83.1673
BOUDH,Fruits,2014,10,25,Banana,BAUDH,"Plant Protection",nan,HORTICULTURE,ODISHA,"Banana bract mosaic virus","recommended to spray imidachlopride 5ml15 liter of water",20.8416,84.3213
TIRUVELANGADU,Fruits,2014,10,7,Banana,THIRUVALLUR,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"Banana bract mosaic virus","Recommended for only virus-free propagating materials should be used",13.2538,80.0563
ARANI,Fruits,2014,9,3,Banana,TIRUVANNAMALAI,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"yellow vein mosaic virus in papaya","Recommended for spray methyldemeton 2ml  lit",12.4289,78.9992
MALLAPPALLY,Fruits,2016,6,25,Banana,PATHANAMTHITTA,"Plant Protection",nan,HORTICULTURE,KERALA,"banana streak mosaic virus","recommended to give additional care and avoid the seed material from the affected plant",9.27808,76.9737
SASTHAMCOTTAH,Fruits,2016,7,5,Banana,KOLLAM,"Plant Protection",nan,HORTICULTURE,KERALA,"banana bract mosaic virus","ekalux 2mll",8.88724,76.5909
BOXANAGAR,Fruits,2020,6,30,Banana,SEPAHIJELA,"Plant Protection",nan,HORTICULTURE,TRIPURA,"ASKING ABOUT BANANA MOSAIC VIRUS IN BANANA","apply DIMETHOATE 30EC OR FIPRONIL 5EV  15 ml mixing with every liter of water and apply 2 to 3 times in 3 to 4 days interval  and apply as foliage spray ",23.7751,91.7025
RAVER,Fruits,2023,9,8,Banana,JALGAON,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Cucumber Mosaic Virus on Banana control measures ","    -                    ",20.8429,75.5261
MUSKARA,Fruits,2023,9,26,Banana,HAMIRPUR,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Information about to control of chlorosis mosaic virus in banana ","  Dimethoate 3O EC  2ml          ",25.75,80
BISHNUPUR,Fruits,2025,2,18,Banana,BISHNUPUR,"Plant Protection",,HORTICULTURE,MANIPUR,"ASKING ABOUT CONTROL MEASURE OF BANANA MOSAIC VIRUS","- APPLY Phosphomidon at 1 ml per litre or methyl demeton at 2 ml per litre OF WATER",24.6267,93.76
