BlockName,Category,Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns,latitude,longitude
DEDIYAPADA,Fruits,2014,5,22,Mango,NARMADA,"Plant Protection",JAYAD,HORTICULTURE,GUJARAT,"mango mealybug control","sprey prophenophos 30 mlpump",21.7393,73.6262
OLLUKKARA,Fruits,2014,11,8,Mango,THRISSUR,"Plant Protection",nan,HORTICULTURE,KERALA,"mango mealybug","apply neem garlic emulsion and tobacco emulsion daily to eradicate the mealy bug",10.527,76.2146
RAJGARH,Fruits,2014,5,17,Mango,RAJGARH,nan,RABI,HORTICULTURE,"MADHYA PRADESH","Gaint mealybug","If necessary apply methyl parathion1mllit chlopyriphos 20EC 25 mll",23.8717,76.7745
BALIKUDA,Fruits,2014,2,20,Mango,JAGATSINGHAPUR,nan,nan,HORTICULTURE,ODISHA,mealybug,"quinalphos 2mllitre and detergent sprayfoliar",20.1801,86.3415
BALIKUDA,Fruits,2014,2,20,Mango,JAGATSINGHAPUR,nan,nan,HORTICULTURE,ODISHA,mealybug,"quinalphos 2mllitre and detergent sprayfoliar",20.1801,86.3415
BALIKUDA,Fruits,2014,2,20,Mango,JAGATSINGHAPUR,nan,nan,HORTICULTURE,ODISHA,mealybug,"quinalphos 2mllitre and detergent sprayfoliar",20.1801,86.3415
BALIKUDA,Fruits,2014,2,20,Mango,JAGATSINGHAPUR,nan,nan,HORTICULTURE,ODISHA,mealybug,"quinalphos 2mllitre and detergent sprayfoliar",20.1801,86.3415
BALIKUDA,Fruits,2014,2,20,Mango,JAGATSINGHAPUR,nan,nan,HORTICULTURE,ODISHA,mealybug,"quinalphos 2mllitre and detergent sprayfoliar",20.1801,86.3415
THIRUPORUR,Fruits,2014,12,20,Mango,KANCHEEPURAM,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"Gaint mealybug in mango","Recommended for spray chlopyriphos 20EC 25 mllit of water",12.8796,79.7043
"RAMPUR MANIHARAN",Fruits,2014,11,21,Mango,SAHARANPUR,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","mealybug in mango","2 ml dimethoate 30 ec  litre pani me ghol banakar spray kare",29.9857,77.5041
THAVANAMPALLE,Fruits,2015,12,14,Mango,CHITTOOR,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","ABOUT MANAGEMENT OF THE MEALYBUG IN MANGO","Profenophos 400  acre IN 200 LITER WATER",13.2026,79.0032
BEN,Fruits,2015,5,10,Mango,NALANDA,"Plant Protection",JAYAD,HORTICULTURE,BIHAR,"Gaint mealybug","chlopyriphos 20EC 25 mll",25.1365,85.4437
DAUDNAGAR,Fruits,2015,8,19,Mango,AURANGABAD,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,"Gaint mealybug","chlopyriphos 20EC 25 mll",24.8033,84.411
GHANSHYAMPUR,Fruits,2015,7,4,Mango,DARBHANGA,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,"Gaint mealybug in mango","chlopyriphos 20EC 25 mll",26.083,86.0325
"SHIVAJI NAGAR",Fruits,2015,2,23,Mango,SAMASTIPUR,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,"mealybug in mango","spray Spraying of Chlorpyriphos 20 EC 25mllit of water",25.7748,85.8672
SARAIRANJAN,Fruits,2015,8,6,Mango,SAMASTIPUR,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,"Gaint mealybug","chlopyriphos 20EC 25 mllit water",25.7748,85.8672
"SAHEBPUR KAMAL",Fruits,2015,3,4,Mango,BEGUSARAI,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,"mealybug in mango","Spray cloropyriphos  2 ml in 1 litre of water",25.5125,86.0883
PIRPAINTI,Fruits,2015,2,11,Mango,BHAGALPUR,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,"mealybug in mango","Spraying of Chlorpyriphos 20 EC 25mllit of water",25.2861,87.1304
RANGRACHOWK,Fruits,2015,5,2,Mango,BHAGALPUR,"Plant Protection",JAYAD,HORTICULTURE,BIHAR,"Gaint mealybug","chlopyriphos 20EC 25 mll",25.2861,87.1304
NAUHATTA,Fruits,2015,3,16,Mango,SAHARSA,"Plant Protection",nan,HORTICULTURE,BIHAR,"MEALYBUG ATTACK","SPRAY WITH METASYSTOX  2 ML LIT OF WATER",25.8331,86.6144
"SOUR BAZAR",Fruits,2015,4,13,Mango,SAHARSA,"Plant Protection",RABI,HORTICULTURE,BIHAR,"Gaint mealybug","chlopyriphos 20EC 25 mll",25.8331,86.6144
PATARGHAT,Fruits,2015,4,15,Mango,SAHARSA,"Plant Protection",JAYAD,HORTICULTURE,BIHAR,"Gaint mealybug","chlopyriphos 20EC 25 mllit water",25.8331,86.6144
BAISA,Fruits,2015,12,4,Mango,PURNEA,"Plant Protection",RABI,HORTICULTURE,BIHAR,"Gaint mealybug","chlopyriphos 20EC 25 mllIT WATER",25.7774,87.4731
KAPRI,Fruits,2015,12,8,Mango,ARWAL,"Plant Protection",RABI,HORTICULTURE,BIHAR,"Gaint mealybug","SPRAY chlopyriphos 20EC 2MLLIT WATER",25.1813,84.6597
"SRI MADHOPUR",Fruits,2015,2,16,Mango,SIKAR,"Plant Protection",RABI,HORTICULTURE,RAJASTHAN,"TELL ME CONTROL OF MEALYBUG IN MANGO","SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER",27.6625,75.028
KANDI,Fruits,2015,12,27,Mango,MURSHIDABAD,"Plant Protection",RABI,HORTICULTURE,"WEST BENGAL","ASKING ABOUT CONTROL OF MANGO MEALYBUG","RECOMMENDED FOR PHORATE 10 G  20 GMPLANT",24.1746,88.2721
CHINSURAH-MAGRAH,Fruits,2015,9,20,Mango,HOOGHLY,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","MANGO MEALYBUG IN MANGO SEEDLINGS","RECOMMENDED  FOR SPRAY DIMETHOATE 30EC  2 ML  LIT OF WATER 12-15 DAYS INTERVAL",22.9099,88.0121
"JAMAL PUR",Fruits,2015,10,11,Mango,BARDDHAMAN,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF MEALYBUG IN MANGO","RECOMMENDED FOR SPRAY  CHLOROPYRIPHOS 20 EC  25 ML   LIT OF WATER",23.25,87.75
DELHI,Fruits,2015,3,21,Mango,"EAST DELHI Preet Vihar","Plant Protection",JAYAD,HORTICULTURE,DELHI,"MEALYBUG IN MANGO","SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER",28.6413,77.3095
DANIYAWAN,Fruits,2016,8,7,Mango,PATNA,"Plant Protection",KHARIF,HORTICULTURE,BIHAR,"ATTACK OF MEALYBUG IN MANGO","SPRAY ROGOR  2 ML  LIT OF WATER",25.6093,85.1235
CHENARI,Fruits,2016,5,18,Mango,ROHTAS,"Plant Protection",nan,HORTICULTURE,BIHAR,"Gaint mealybug: Drosicha mangiferae","apply methyl parathion1mllit chlopyriphos 20EC 25 mll",24.9394,84.0197
LADANIA,Fruits,2016,5,12,Mango,MADHUBANI,"Plant Protection",JAYAD,HORTICULTURE,BIHAR,"Gaint mealybug","chlopyriphos 20EC 2mllitre water",26.3503,86.2296
PUSA,Fruits,2016,1,27,Mango,SAMASTIPUR,"Plant Protection",RABI,HORTICULTURE,BIHAR,"Gaint mealybug","chlopyriphos 20EC 25 mllITRE  WATER",25.7748,85.8672
ROSERA,Fruits,2016,2,8,Mango,SAMASTIPUR,"Plant Protection",RABI,HORTICULTURE,BIHAR,"mango mealybug","spray chlopyriphos 20EC 25 mllitre of water",25.7748,85.8672
MOHIUDDINAGAR,Fruits,2016,3,18,Mango,SAMASTIPUR,"Plant Protection",JAYAD,HORTICULTURE,BIHAR,"Gaint mealybug","chlopyriphos 20EC 1 mllitre water",25.7748,85.8672
MOHIUDDINAGAR,Fruits,2016,3,18,Mango,SAMASTIPUR,"Plant Protection",JAYAD,HORTICULTURE,BIHAR,"Gaint mealybug","chlopyriphos 20EC 1mllitre water",25.7748,85.8672
WARISNAGAR,Fruits,2016,8,6,Mango,SAMASTIPUR,"Field Preparation",KHARIF,HORTICULTURE,BIHAR,"Gaint mealybug attack on mango","Spray Chlorpyriphos  2 ml in 1 litre of water",25.7748,85.8672
COLGONG,Fruits,2016,3,27,Mango,BHAGALPUR,"Plant Protection",JAYAD,HORTICULTURE,BIHAR,"Gaint mealybug:","spray chlopyriphos 20EC 2 mllitre water",25.2861,87.1304
SALKHUA,Fruits,2016,3,3,Mango,SAHARSA,"Plant Protection",RABI,HORTICULTURE,BIHAR,"Gaint mealybug","If necessary apply methyl parathion1mllit or  chlopyriphos 20EC 25 mllitre water",25.8331,86.6144
KONGANAPURAM,Fruits,2016,2,27,Mango,SALEM,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"Gaint mealybug in mango","recommended for the spray  Dimethoate  2ml lit of water",11.647,78.2107
ALANGULAM,Fruits,2016,3,7,Mango,TIRUNELVELI,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"asking about mealybug management in mango","recommended for profenophos 2 ml  acephate 1 gram 1 litre of water",8.72031,77.7075
MUZAFFARABAD,Fruits,2016,4,22,Mango,SAHARANPUR,"Plant Protection",JAYAD,HORTICULTURE,"UTTAR PRADESH","aam me mealybug lag rahe hai","Monocrotophos 36 SL 2mlliter  pani me milaker spray kare",29.9857,77.5041
SARSAWAN,Fruits,2016,5,5,Mango,SAHARANPUR,"Plant Protection",JAYAD,HORTICULTURE,"UTTAR PRADESH","Gaint mealybug Drosicha mangiferae in mango ","chlopyriphos 20EC 25 mililiter ke hisab se ghol bana kar spre kren",29.9857,77.5041
BARKHERA,Fruits,2016,4,10,Mango,PILIBHIT,"Plant Protection",JAYAD,HORTICULTURE,"UTTAR PRADESH",mealybuginmango,"Chlorpyriphos 20 EC 25mllitre ki dar se chidkaav kare",28.4947,80.1076
GOLA,Fruits,2016,10,13,Mango,GORAKHPUR,"Cultural Practices",JAYAD,HORTICULTURE,"UTTAR PRADESH","mealybug control in mango ","Common around the trunk of the deep plowing 25 cm of stem 400 gauge polythene Cadi Bade strip and strip from the top and bottom edges twine Badkr seal at the lower end by Greece Methyl 2 percent Parathian powder 200 g  tree trunk sprinkle around it If the insect tree climbed 004 per cent Monokrotofas 1 ml  Liter of water or Daimethoatt 006 per cent 02 ml  L Of water at intervals of 15 days to spray",26.6678,83.3642
JAYPUR,Fruits,2016,2,26,Mango,BANKURA,"Plant Protection",RABI,HORTICULTURE,"WEST BENGAL","CONTROL OF MEALYBUG IN MANGO","RECOMMENDED FOR SPRAY  ACEPHATE 75 SP  15 GM  2 LIT OF WATER",23.1324,87.2082
TALDANGRA,Fruits,2016,6,2,Mango,BANKURA,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF MEALYBUG IN MANGO","RECOMMENDED FOR SPRAY DIMETHOATE 30EC  2 ML  LITOF WATER",23.1324,87.2082
TAPAN,Fruits,2016,5,26,Mango,"South DINAJPUR","Plant Protection",JAYAD,HORTICULTURE,"WEST BENGAL","CONTROL OF MEALYBUG IN MANGO","RECOMMENDED FOR SPRAY DICHLORVOS 76  EC 15 ML  2 LIT OF WATEROR SPRAY DIMETHOATE 30 EC  2 ML   LIT OF WATER",22.9965,87.6856
SOMALA,Fruits,2017,7,4,Mango,CHITTOOR,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","MEALYBUG MANAGEMENT IN MANGO","RECOMMENDED TO USE OXY DEMETON METHYL  2 ML PER LITRE",13.2026,79.0032
KALAMPUR,Fruits,2017,1,7,Mango,KALAHANDI,"Plant Protection",nan,HORTICULTURE,ODISHA,"MANGO MEALYBUG","SPRAY ROGOR 2ML PER LITER OF WATER",19.8266,83.0409
BHUBANESWAR,Fruits,2017,2,8,Mango,KHORDHA,"Plant Protection",nan,HORTICULTURE,ODISHA,"mealybug in mango","apply 30 ml malathion in 10 liter water for mealybug in mango",20.0538,85.5023
VILLIVAKKAM,Fruits,2017,5,22,Mango,THIRUVALLUR,"Nutrient Management",JAYAD,HORTICULTURE,TAMILNADU,"Asking about Guava  Mealybug management","Recommended for Remove the alternate weeds hosts  Monitor the incidence regularly and look for crawler emergence  Take up the management at intial stage to get maximum control  Use of Encyrtid parasitoids Acerophaguspapayae 100 per village against Paracoccusmarginatus  Spray Chlorpyriphos 20 EC Perfban Terminator2ml  lit of water",13.2538,80.0563
CHEYYAR,Fruits,2017,5,23,Mango,TIRUVANNAMALAI,"Plant Protection",JAYAD,HORTICULTURE,TAMILNADU,"asking about mango mealybug management","recommended for spray daimethoiate - 2 ml lit of water",12.4289,78.9992
BILASPUR,Fruits,2017,6,17,Mango,RAMPUR,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","mealybug problem in mango ","spray of chlopyriphos 20 EC 25 mlliter of water",28.7935,79.1846
"DESAI DEORIA",Fruits,2017,3,16,Mango,DEORIA,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","mango mealybug ","spray of chlopyriphos 20 EC 25 mlliter of water",26.424,83.7639
MAL,Fruits,2017,4,5,Mango,LUCKNOW,"Plant Protection",JAYAD,HORTICULTURE,"UTTAR PRADESH","Gaint mealybug in mango","Spray methyl parathion1mllit",26.8381,80.9346
RAINA-I,Fruits,2017,4,22,Mango,BARDDHAMAN,"Plant Protection",JAYAD,HORTICULTURE,"WEST BENGAL","ASKING ABOUT CONTROL OF MEALYBUG IN MANGO","RECOMMENDED FOR SPRAY   THIAMETHOXAM 25 WG  1 GM  2 LIT OF WATER",23.25,87.75
HALDIA,Fruits,2017,3,26,Mango,"EAST MEDINIPUR","Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","ASKED ABOUT Mealybug IN MANGO PLANT","RECOMMENDED FOR SPRAY Buprofezin 25 SC  1 MLLIT OF WATER",22.2906,87.9159
TAMLUK,Fruits,2017,4,23,Mango,"EAST MEDINIPUR","Plant Protection",nan,HORTICULTURE,"WEST BENGAL","CONTROL OF MEALYBUG IN MANGO","RECOMMENDED FOR SPRAY  CHLOROPYRIPHOS 20 EC  25 ML   LIT OF WATER",22.2906,87.9159
NAUBATPUR,Fruits,2018,2,28,Mango,PATNA,"Plant Protection",nan,HORTICULTURE,BIHAR,"mealybug attack","Spraying of Chlorpyriphos 20 EC 25mllit",25.6093,85.1235
SALEPUR,Fruits,2018,2,22,Mango,CUTTACK,"Bio-Pesticides and Bio-Fertilizers",nan,HORTICULTURE,ODISHA,"mealybug in mango","Spray 1ml imidacloprid per 3ltr water",20.4686,85.8792
PIPILI,Fruits,2018,11,15,Mango,PURI,nan,0,HORTICULTURE,ODISHA,"MEALYBUG IN MANGO","RECOMMENDED TO SPRAY DICHLORVOS 76EC  2ML1 LITER OF WATER FOR CONTROL OF MEALYBUG IN MANGO",19.8076,85.8253
DHANKAUDA,Fruits,2018,5,29,Mango,SAMBALPUR,"Plant Protection",nan,HORTICULTURE,ODISHA,"GIANT MEALYBUG CONTROL IN MANGO","APPLY CHLOROPYRIPHUS 2ML 1 LTR OF WATER",21.5571,84.1529
BEGUNIA,Fruits,2018,10,24,Mango,KHORDHA,nan,0,HORTICULTURE,ODISHA,"MEALYBUGS IN MANGO","MEALYBUGS IN MANGO- RECOMMENDED TO SPRAY DIMETHOATE 30 EC ROGER 2 ml1 LITER WATER",20.0538,85.5023
KATPADI,Fruits,2018,8,2,Mango,VELLORE,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"asking about mango mealybug management","recommended for spray propinophos - 2 ml lit of water",12.9022,79.0611
VELLORE,Fruits,2018,12,3,Mango,VELLORE,"Cultural Practices",0,HORTICULTURE,TAMILNADU,"Asking about Mealybug parasitoid availability","Recommended for Agricultural Research Station phone number:0416-2273221",12.9022,79.0611
RAJAPALAIYAM,Fruits,2018,3,28,Mango,VIRUDHUNAGAR,"Agriculture Mechanization",RABI,HORTICULTURE,TAMILNADU,"Asking about mealybug parasitoid availability","Recommended for phone number:04632-22052204632-220533",9.49263,77.8632
"PARAS RAMPUR",Fruits,2018,4,4,Mango,BASTI,"Plant Protection",JAYAD,HORTICULTURE,"UTTAR PRADESH","mealybug in mango ","spray of Triazophos 35 Deltamethrin 1 EC 2 mililiter of water",26.8387,82.5351
"PARAS RAMPUR",Fruits,2018,4,9,Mango,BASTI,"Plant Protection",JAYAD,HORTICULTURE,"UTTAR PRADESH","Mango mealybug problem of mango","Monocrotophos 36 SL 2 ml  liter pani ka ghol banaker spray kare",26.8387,82.5351
MIANGANJ,Fruits,2018,3,28,Mango,UNNAO,"Plant Protection",JAYAD,HORTICULTURE,"UTTAR PRADESH","Gaint mealybug in mango ","Dear farmer use to Chlorpyriphos 20 EC 2mlliter water splash in the field",26.5673,80.6198
PANIYARA,Fruits,2018,5,24,Mango,MAHARAHGANJ,"Plant Protection",JAYAD,HORTICULTURE,"UTTAR PRADESH","Gaint mealybug insect problem in Mango plant","Chlorpyriphos 20 EC 03 ml  litre pani ke sath milaakar spray kare",27.1303,80.8597
KETUGRAMI,Fruits,2018,3,7,Mango,BARDDHAMAN,"Plant Protection",RABI,HORTICULTURE,"WEST BENGAL","CONTROL OF MEALYBUG IN MANGO","RECOMMENDED FOR SPRAY  DIMETHOATE 30 EC  2 ML   LIT OF WATER",23.25,87.75
ONGOLE,Fruits,2019,3,22,Mango,PRAKASAM,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","MEALYBUG MANAGEMENT",nan,15.6643,79.4733
AMB,Fruits,2019,6,19,Mango,UNA,"Plant Protection",nan,HORTICULTURE,"HIMACHAL PRADESH","Information regarding control of mealybug in mango ",nan,31.5835,76.2351
TIRURANGADI,Fruits,2019,2,14,Mango,MALAPPURAM,"Plant Protection",nan,HORTICULTURE,KERALA,"mealybug attack in mango","for mango recommended to spray  QUINALPHOS 25 EC 2 ML PER LITRE WATER",11.1068,76.11
HOSHANGABAD,Fruits,2019,5,16,Mango,HOSHANGABAD,"Plant Protection",nan,HORTICULTURE,"MADHYA PRADESH","Farmer want to know information about control of Mealybug on Mango tree ",nan,22.7546,77.7198
REWA,Fruits,2019,2,23,Mango,REWA,"Plant Protection",nan,HORTICULTURE,"MADHYA PRADESH","Farmer need information regarding control measures of mealybug attack in mango plant",nan,24.7561,81.3811
SOHAGPUR,Fruits,2019,3,2,Mango,SHAHDOL,"Plant Protection",nan,HORTICULTURE,"MADHYA PRADESH","Framer wants know information about control mealybug in mango fruit",nan,23.3002,81.3648
BASTA,Fruits,2019,3,28,Mango,BALASORE,"Plant Protection",nan,HORTICULTURE,ODISHA,"Giant mealybug in mango",nan,21.5006,86.9199
"MADANPUR    RAMPUR",Fruits,2019,3,3,Mango,KALAHANDI,"Plant Protection",nan,HORTICULTURE,ODISHA,"MEALYBUG ATTACK IN MANGO",nan,19.8266,83.0409
BONAIGARH,Fruits,2019,8,7,Mango,SUNDARGARH,"Plant Protection",nan,HORTICULTURE,ODISHA,"Management of mealybug in mango",nan,22.0605,83.9359
DASUYA,Fruits,2019,7,12,Mango,HOSHIARPUR,"Plant Protection",nan,HORTICULTURE,PUNJAB,"Information regarding mango mealybug",nan,31.6093,75.846
SIKRAI,Fruits,2019,5,31,Mango,DAUSA,"Plant Protection",nan,HORTICULTURE,RAJASTHAN,"Farmer wants to know information about control  of mealybug in mango crop",nan,26.8049,76.4437
NAGAPPATTINAM,Fruits,2019,6,16,Mango,NAGAPATTINAM,"Plant Protection",nan,HORTICULTURE,TAMILNADU,"Asking about Mealybug management in Mango plant ",nan,10.6026,79.7619
NAGAPPATTINAM,Fruits,2019,6,16,Mango,NAGAPATTINAM,"Plant Protection",nan,HORTICULTURE,TAMILNADU,"Asking about Mealybug management in Mango plant ",nan,10.6026,79.7619
MIRGANJ,Fruits,2019,2,26,Mango,BAREILLY,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Mealybugs control in Mango plant",nan,28.4582,79.4047
BANDA,Fruits,2019,1,28,Mango,SHAHJAHANPUR,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","mealybug control in mango crop ","Dear farmer use to  Dimethoate 30 EC 2ml liter water splash in the field",27.9129,79.7476
BANDA,Fruits,2019,3,16,Mango,SHAHJAHANPUR,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Mango mealybug managment in Mango crop ",nan,27.9129,79.7476
BILASPUR,Fruits,2019,3,29,Mango,RAMPUR,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","mealybug problem in mango tree",nan,28.7935,79.1846
PATARA,Fruits,2019,12,28,Mango,"KANPUR CITY","Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Give information about the control of Mealybug insect in mango tree  ",nan,26.4551,80.3512
PHULPUR,Fruits,2019,1,30,Mango,ALLAHABAD,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","The mango plant has a problem of mealybug pest","kisan bhai aap apne aam ke paudhe par dimethoate 30 EC 2ml liter pani ki dar se sprey kre",25.4381,81.8338
PHULPUR,Fruits,2019,1,30,Mango,ALLAHABAD,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","The mango plant has a problem of mealybug pest","kisan bhai aap apne aam ke paudhe par dimethoate 30 EC 2ml liter pani ki dar se sprey kre",25.4381,81.8338
SIKRARA,Fruits,2019,3,12,Mango,JAUNPUR,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Control for Mealybug In Mango Plant ",nan,25.7967,82.4889
"SHAH GANJ",Fruits,2019,6,18,Mango,JAUNPUR,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Mealybug control in mango   ",nan,25.7967,82.4889
MANIHARI,Fruits,2019,4,28,Mango,GHAZIPUR,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Gaint mealybug in mango crop ",nan,25.6035,83.5076
GOLA,Fruits,2019,12,14,Mango,GORAKHPUR,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Information about Gaint mealybug control in Mango plant",nan,26.6678,83.3642
RUDRAPUR,Fruits,2019,8,12,Mango,DEORIA,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Mealybug Problem in Mango tree",nan,26.424,83.7639
BAHADURPUR,Fruits,2019,3,17,Mango,BASTI,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Control for Mealybug in Mango Plant",nan,26.8387,82.5351
MAL,Fruits,2019,4,12,Mango,LUCKNOW,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Mango mealybug attack in mango plant ",nan,26.8381,80.9346
MAL,Fruits,2019,4,20,Mango,LUCKNOW,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Mealybug control in mango ",nan,26.8381,80.9346
MALIHABAD,Fruits,2019,5,3,Mango,LUCKNOW,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Mealybug control in mango ",nan,26.8381,80.9346
MALIHABAD,Fruits,2019,5,7,Mango,LUCKNOW,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Insect Gaint mealybug control in mango crop ",nan,26.8381,80.9346
KOTHAWAN,Fruits,2019,3,21,Mango,HARDOI,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Mango mealybug managment ",nan,27.337,80.0998
TARUN,Fruits,2019,4,1,Mango,FAIZABAD,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Gaint mealybug in mango crop ",nan,26.7789,82.1427
CHHAPIA,Fruits,2019,4,4,Mango,GONDA,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Mealybug control in Mango plants ",nan,27.1104,81.9239
KAISARGANJ,Fruits,2019,3,30,Mango,BAHRAICH,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","mealybug problem in mango tree",nan,27.7344,81.4765
JOYA,Fruits,2019,4,27,Mango,"JYOTIBA PHULE NAGAR","Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","about information for the control of mealybug in mango garden",nan,28.865,78.4696
"NATH NAGAR",Fruits,2019,4,1,Mango,"SANT KABIR NAGAR","Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Mealybug control in Mango Plants ",nan,26.7551,83.0399
PACHPEDWA,Fruits,2019,3,23,Mango,BALRAMPUR,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","Control of Mango mealybug ",nan,27.4477,82.3956
TIRURANGADI,Fruits,2020,1,30,Mango,MALAPPURAM,"Plant Protection",nan,HORTICULTURE,KERALA,"mealybug attack ","Recommended to spray dimethoate 2ml per litre of water against mealybug attack ",11.1068,76.11
HOSHANGABAD,Fruits,2020,3,4,Mango,HOSHANGABAD,"Plant Protection",nan,HORTICULTURE,"MADHYA PRADESH","farmer want to know information about  in control Mealybug   ","             7-8           ",22.7546,77.7198
MANDSAUR,Fruits,2020,2,5,Mango,MANDSAUR,"Plant Protection",nan,HORTICULTURE,"MADHYA PRADESH","farmer want to know information about how to control  Mealybug in  mango plant ","    dimethoate 30             ",24.2628,75.3857
